exercise,utility,mechanics,target_muscles,synergist_muscles,stabilizer_muscles,dynamic_stabilizer_muscles,antagonist_stabilizer_muscles,minor_muscle,major_muscle
Lying Leg Raise (on floor),Auxiliary,Isolated,iliopsoas,"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Quadriceps']",['Rectus Femoris'],[''],Waist,Legs
Weighted Crunch (on stability ball),Auxiliary,Isolated,rectus abdominis,['Obliques'],['No significant stabilizers'],[''],[''],Waist,Legs
45° Hyperextension (hands behind neck),Basic or Auxiliary,Compound,erector spinae,"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",['No significant stabilizers'],[''],[''],Back,Back
Medicine Ball Overhead Throw Sit-up (machine),Basic,Compound,rectus abdominis,"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Aductor Brevis', 'Obliques', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Triceps, Long Head']",['Tibialis Anterior'],[''],[''],Waist,Legs
Incline Leg-Hip Raise,Basic,Compound,rectus abdominis,"['Iliopsoas', 'Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis', 'Obliques']","['Quadriceps', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",['Rectus Femoris'],[''],Waist,Legs
Pike on Discs,Auxiliary,Isolated,iliopsoas,"['Tensor Fasciae Latae', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Serratus Anterior', 'Deltoid, Anterior', 'Triceps Brachii', 'Quadriceps']",[''],[''],Waist,Legs
45° Hyperextension (hands behind hips),Basic or Auxiliary,Compound,erector spinae,"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",['No significant stabilizers'],[''],[''],Back,Back
Lever Seated Close Grip Press,Basic,Compound,triceps brachii,"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular']",[''],['Biceps Brachii'],[''],Upper Arms,Arms
Dumbbell Push Crunch,Auxiliary,Isolated,rectus abdominis,['Obliques'],"['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Serratus Anterior', 'Triceps Brachii']",[''],[''],Waist,Legs
Cable Decline Fly,Auxiliary,Isolated,"pectoralis major, sternal","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Biceps Brachii, Short Head']","['Biceps Brachii', 'Brachialis', 'Triceps Brachii', 'Wrist Flexors']",[''],[''],Chest,Chest
Partner-assisted Chin-up,Basic,Compound,latissimus dorsi,"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",[''],"['Biceps Brachii', 'Triceps, Long Head']",[''],Back,Back
Lever Seated Crunch (arm bar),Auxiliary,Isolated,rectus abdominis,['Obliques'],"['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[''],[''],Waist,Legs
Ball Crunch (on stability ball),Auxiliary,Isolated,rectus abdominis,['Obliques'],['No significant stabilizers'],[''],[''],Waist,Legs
Dumbbell Standing Calf Raise,Basic,Isolated,gastrocnemius,['Soleus'],"['Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus']",[''],[''],Calves,Legs
Triceps Dip,Basic,Compound,triceps brachii,"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi']","['Trapezius, Lower']",['Biceps Brachii'],[''],Upper Arms,Arms
Cable Neck Extension (with belt),Basic or Auxiliary,Isolated,splenius,"['Trapezius, Upper', 'Levator Scapulae', 'Erector Spinae, Cervicis & Capitis Fibers', 'Sternocleidomastoid, Posterior Fibers']","['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Latissimus Dorsi', 'Rhomboids', 'Triceps Brachii', 'Erector Spinae', 'Gluteus Maximus']",[''],"['Rectus Abdominis', 'Obliques']",Neck,Shoulders
"45° Hyperextension (across bench, hands behind hips)",Basic or Auxiliary,Compound,erector spinae,"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",['No significant stabilizers'],[''],[''],Back,Back
Hanging Leg Curl,Basic or Auxiliary,Isolated,hamstrings,"['Gastrocnemius', 'Sartorius', 'Gracilis', 'Popliteus']","['Gluteus Maximus', 'Erector Spinae', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids']",['Rectus Femoris'],"['Tibialis Anterior', 'Rectus Abdominis', 'Obliques']",Thighs,Legs
Lever Triceps Dip,Basic,Compound,triceps brachii,"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi']","['Trapezius, Lower']",['Biceps Brachii'],[''],Upper Arms,Arms
Incline Leg Raise (arms on pads),Auxiliary,Isolated,iliopsoas,"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Quadriceps', 'Latissimus Dorsi', 'Pectoralis Minor', 'Pectoralis Major, Sternal', 'Trapezius, Lower']",['Rectus Femoris'],[''],Waist,Legs
Cable Lying Straight Leg-Hip Raise,Basic,Compound,rectus abdominis,"['Iliopsoas', 'Tensor Fasciae Latae', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Adductor Brevis', 'Rectus Femoris', 'Obliques']",[''],[''],[''],Waist,Legs
Biceps Row (high bar),Basic or Auxiliary,Compound,biceps brachii,"['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus']","['Triceps, Long Head']","['Rectus Abdominis', 'Obliques']",Upper Arms,Arms
Lever Standing Hip Extension (with abdominal pad),Auxiliary,Isolated,gluteus maximus,['Adductor Magnus'],"['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus', 'Triceps Brachii']",['Hamstrings'],['Rectus Abdominis'],Hips,Legs
Weighted Side Crunch (on stability ball),Auxiliary,Isolated,obliques,['Rectus Abdominis'],['No significant stabilizers'],[''],[''],Waist,Legs
Lever Triceps Extension (plate loaded),Basic or Auxiliary,Isolated,triceps brachii,['None'],"['Pectoralis Major, Sternal', 'Deltoid, Posterior', 'Latissimus Dorsi', 'Teres Major', 'Pectoralis Minor', 'Trapezius, Lower']",[''],[''],Upper Arms,Arms
"45° Hyperextension (on stability ball, hands behind neck)",Basic or Auxiliary,Compound,erector spinae,"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",['No significant stabilizers'],[''],[''],Back,Back
Partner-assisted Pull-up,Basic,Compound,latissimus dorsi,"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Middle', 'Trapezius, Lower', 'Pectoralis Minor']",[''],"['Triceps, Long Head']",[''],Back,Back
"Single Leg Curl (on stability ball, leg flexed)",Basic or Auxiliary,Isolated,hamstrings,"['Gastrocnemius', 'Sartorius', 'Gracilis', 'Popliteus']",[' (see comments)'],[''],"['Tibialis Anterior', 'Rectus Abdominis', 'Obliques']",Thighs,Legs
Cable Supine Reverse Fly,Auxiliary,Isolated,"deltoid, posterior","['Deltoid, Lateral', 'Infraspinatus', 'Teres Minor', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids']","['Triceps Brachii', 'Wrist Extensors']",[''],[''],Shoulders,Shoulders
Lever Upright Shoulder External Rotation,Auxiliary,Isolated,teres minor,"['Infraspinatus', 'Deltoid, Posterior', 'Supraspinatus']","['Serratus Anterior', 'Wrist Extensors']",[''],[''],Shoulders,Shoulders
Lever Neck Extension,Basic or Auxiliary,Isolated,splenius,"['Trapezius, Upper', 'Levator Scapulae', 'Erector Spinae, Cervicis & Capitis Fibers', 'Sternocleidomastoid, Posterior Fibers']","['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Serratus Anterior', 'Deltoid, Anterior', 'Triceps Brachii']",[''],[''],Neck,Shoulders
Cable Incline Shoulder Raise,Auxiliary,Isolated,serratus anterior,"['Pectoralis Major, Clavicular']","['Deltoid, Anterior', 'Triceps Brachii']",[''],[''],Chest,Chest
Cable Bar Incline Bench Press,Basic or Auxiliary,Compound,"pectoralis major, clavicular","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",[''],"['Biceps Brachii, Short Head']",[''],Chest,Chest
Weighted Rear Pull-up,Basic,Compound,latissimus dorsi,"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower']",[''],"['Triceps, Long Head']",[''],Back,Back
Reverse Hyper-extension,Auxiliary,Isolated,gluteus maximus,['Hamstrings'],['Erector Spinae'],[''],"['Rectus Abdominis', 'Obliques']",Hips,Legs
Barbell Block Pull,Basic or Auxiliary,Compound,gluteus maximus,"['Quadriceps', 'Adductor Magnus', 'Hamstrings (above knees)', 'Soleus']","['Erector Spinae', 'Trapezius, Middle', 'Trapezius, Upper', 'Levator Scapulae', 'Rhomboids']","['Hamstrings (below knees)', 'Gastrocnemius']","['Rectus Abdominis', 'Obliques']",Hips,Legs
Dumbbell Full Can Lateral Raise,Auxiliary,Isolated,supraspinatus,"['Deltoid, Lateral', 'Deltoid, Anterior', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior']","['Trapezius, Upper', 'Wrist Extensors']",[''],[''],Shoulders,Shoulders
Cable One Arm Standing Incline Chest Press,Auxiliary,Compound,"pectoralis major, clavicular","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii', 'Serratus Anterior', 'Obliques', 'Quadratus Lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis', 'Adductors, Hip']",['Rectus Abdominis'],"['Biceps Brachii, Short Head']",['Erector Spinae'],Chest,Chest
"Single Leg Straight Hip Leg Curl (on stability ball, leg extended)",Basic or Auxiliary,Isolated,hamstrings,"['Gastrocnemius', 'Sartorius', 'Gracilis', 'Popliteus']","['Gluteus Maximus', 'Erector Spinae', 'Quadriceps\xa0(extended leg)']",[''],"['Tibialis Anterior', 'Rectus Abdominis', 'Obliques']",Thighs,Legs
Hanging Leg Raise,Auxiliary,Isolated,iliopsoas,"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques']",['Rectus Femoris'],[''],Waist,Legs
Cable Pushdown (with rope attachment),Auxiliary,Isolated,triceps brachii,['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors', 'Flexor Carpi Ulnaris', 'Extensor Carpi Ulnaris']",[''],['Erector Spinae'],Upper Arms,Arms
Lying Simultaneous Alternating Straight Leg Raise,Auxiliary,Isolated,iliopsoas,"['Tensor Fasciae Latae', 'Sartorius', 'Pectineus', 'Rectus Femoris', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Quadriceps']",[''],[''],Waist,Legs
Lever 45° Reverse Calf Raise (plate loaded),Basic or Auxiliary,Isolated,tibialis anterior,['None'],['No significant stabilizers'],[''],[''],Calves,Legs
Lever Chest Press (plate loaded),Basic,Compound,"pectoralis major, sternal","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",[''],"['Biceps Brachii, Short Head']",[''],Chest,Chest
Dumbbell Incline Fly,Auxiliary,Isolated,"pectoralis major, clavicular","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Biceps Brachii, Short Head']","['Biceps Brachii', 'Brachialis', 'Triceps Brachii', 'Wrist Flexors']",[''],[''],Chest,Chest
Dumbbell Shoulder Internal Rotation (on bench),Auxiliary,Isolated,subscapularis,"['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Anterior']",['Wrist Flexors'],[''],[''],Shoulders,Shoulders
Cable Bar Behind Neck Press,Basic,Compound,"deltoid, anterior","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']","['Triceps, Long Head']",[''],Shoulders,Shoulders
Cable Lying Leg Raise,Auxiliary,Isolated,iliopsoas,"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques']",['Rectus Femoris'],[''],Waist,Legs
Self-assisted Triceps Dip,Basic,Compound,triceps brachii,"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi']","['Trapezius, Lower']",['Biceps Brachii'],[''],Upper Arms,Arms
Cable One Arm Reverse Fly,Auxiliary,Isolated,"deltoid, posterior","['Deltoid, Lateral', 'Infraspinatus', 'Teres Minor', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Quadratus Lumborum']","['Triceps Brachii', 'Wrist Extensors', 'Obliques', 'Erector Spinae']",[''],[''],Shoulders,Shoulders
Sled 45° Calf Raise,Basic,Isolated,gastrocnemius,['Soleus'],['No significant stabilizers'],[''],[''],Calves,Legs
Twisting Sit-up (arms crossed),Basic,Compound,obliques,"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Rectus Abdominis']",['Tibialis Anterior'],[''],[''],Waist,Legs
Lever Parallel Grip Incline Chest Press,Basic or Auxiliary,Compound,"pectoralis major, clavicular","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",[''],"['Biceps Brachii, Short Head']",[''],Chest,Chest
Lever Single Leg Standing Leg Press (plate loaded),Auxiliary,Compound,quadriceps,"['Gluteus Maximus', 'Adductor Magnus']","['Erector Spinae', 'Obliques', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum']",[''],"['Hamstrings', 'Rectus Abdominis']",Thighs,Legs
Barbell Military Press,Basic,Compound,"deltoid, anterior","['Pectoralis Major, Clavicular', 'Triceps Brachii', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']","['Triceps, Long Head', 'Biceps Brachii, Short Head']",[''],Shoulders,Shoulders
Rear Delt Inverted Row (on hips),Basic or Auxiliary,Compound,"deltoid, posterior","['Infraspinatus', 'Teres Minor', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Brachialis', 'Brachioradialis']",['Erector Spinae'],['Biceps Brachii'],"['Rectus Abdominis', 'Obliques']",Shoulders,Shoulders
Lever Standing Side Bend,Auxiliary,Isolated,obliques,"['Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']","['Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus']",[''],[''],Waist,Legs
Lever Seated Forearm Pronation,Auxiliary,Isolated,pronators,['None'],['No significant stabilizers'],[''],[''],Forearms,Arms
Inverted Row,Basic or Auxiliary,Compound,"back, general","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus']","['Biceps Brachii', 'Triceps, Long Head']","['Rectus Abdominis', 'Obliques']",Back,Back
Weighted Lying Hip Adduction,Auxiliary,Isolated,"adductors, hip","['Pectineus', 'Gracilis', 'Gluteus Maximus, Lower Fibers']","['Adductors, Hip (opposite)']",[''],[''],Hips,Legs
Sled 45° Reverse Calf Raise,Basic or Auxiliary,Isolated,tibialis anterior,['None'],['No significant stabilizers'],[''],[''],Calves,Legs
Lever Incline Chest Press (on Hammer military press),Basic or Auxiliary,Compound,"pectoralis major, clavicular","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",[''],"['Biceps Brachii, Short Head']",[''],Chest,Chest
Lever Reverse Calf Extension,Basic or Auxiliary,Isolated,tibialis anterior,['None'],['No significant stabilizers'],[''],[''],Calves,Legs
Lever Shoulder External Rotation,Auxiliary,Isolated,infraspinatus,"['Teres Minor', 'Deltoid, Posterior']","['Trapezius, Lower', 'Wrist Extensors']",[''],[''],Shoulders,Shoulders
Cable Bench Press,Basic or Auxiliary,Compound,"pectoralis major, sternal","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",[''],"['Biceps Brachii, Short Head']",[''],Chest,Chest
Lever Hip Flexion,Auxiliary,Isolated,iliopsoas,"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum']",['Rectus Femoris'],[''],Waist,Legs
Barbell Reverse Calf Raise,Basic or Auxiliary,Isolated,tibialis anterior,['None'],['No significant stabilizers'],[''],[''],Calves,Legs
Barbell Incline Shoulder Raise,Auxiliary,Isolated,serratus anterior,"['Pectoralis Major, Clavicular']","['Deltoid, Anterior', 'Triceps Brachii']",[''],[''],Chest,Chest
Sissy Squat,Auxiliary,Isolated,quadriceps,['None'],"['Gluteus Maximus', 'Soleus', 'Gastrocnemius', 'Rectus Abdominis', 'Obliques']",[''],[''],Thighs,Legs
Rear Delt Inverted Row (high bar),Basic or Auxiliary,Compound,"deltoid, posterior","['Infraspinatus', 'Teres Minor', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Brachialis', 'Brachioradialis']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Deltoid, Lateral']",['Biceps Brachii'],"['Rectus Abdominis', 'Obliques']",Shoulders,Shoulders
Lever Standing Leg Curl (on multi-hip machine),Basic or Auxiliary,Isolated,hamstrings,"['Gastrocnemius', 'Gracilis', 'Sartorius', 'Popliteus']","['Adductor Magnus', 'Gluteus Maximus', 'Gluteus Medius', 'Gluteus Minimus', 'Gastrocnemius', 'Soleus']",[''],['Tibialis Anterior'],Thighs,Legs
Barbell Seated Military Press,Basic,Compound,"deltoid, anterior","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']","['Triceps, Long Head']",[''],Shoulders,Shoulders
Chest Dip (bent knees between benches),Basic,Compound,"pectoralis major, sternal","['Deltoid, Anterior', 'Triceps Brachii', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi', 'Teres Major']","['Trapezius, Lower']",[''],[''],Chest,Chest
Barbell Bench Press (with chains),Basic or Auxiliary,Compound,"pectoralis major, sternal","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",[''],"['Biceps Brachii, Short Head']",[''],Chest,Chest
Sled Shoulder Press (parallel grip),Basic,Compound,"deltoid, anterior","['Pectoralis Major, Clavicular', 'Triceps Brachii', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']","['Triceps, Long Head', 'Biceps Brachii']",[''],Shoulders,Shoulders
"Crunch (on stability ball, arms crossed)",Auxiliary,Isolated,rectus abdominis,['Obliques'],['No significant stabilizers'],[''],[''],Waist,Legs
Lever Preacher Curl (plate loaded),Auxiliary,Isolated,brachialis,"['Biceps Brachii', 'Brachioradialis']",['Wrist Flexors'],[''],[' (see comments)'],Upper Arms,Arms
Dumbbell Alternating Incline Front Raise,Auxiliary,Isolated,"deltoid, anterior","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Serratus Anterior', 'Wrist Extensors']",[''],[''],Shoulders,Shoulders
Cable Hammer Curl,Auxiliary,Isolated,brachioradialis,"['Brachialis', 'Biceps Brachii']","['Deltoid, Anterior', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae', 'Flexor Carpi Radialis', 'Extensor Carpi Radialis']",[''],[''],Forearms,Arms
Cable Standing Cross Row,Auxiliary,Compound,"deltoid, posterior","['Infraspinatus', 'Teres Minor', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Brachialis', 'Brachioradialis']",[''],['Biceps Brachii'],[''],Shoulders,Shoulders
Weighted Incline Leg Raise (arms on pads),Auxiliary,Isolated,iliopsoas,"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Quadriceps', 'Latissimus Dorsi', 'Pectoralis Minor', 'Pectoralis Major, Sternal', 'Trapezius, Lower']",['Rectus Femoris'],[''],Waist,Legs
Weighted Pull-up (open-centered bar),Basic,Compound,latissimus dorsi,"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",[''],"['Triceps, Long Head']",[''],Back,Back
