exercise,utility,mechanics,force,target_muscles,synergist_muscles,stabilizer_muscles
Lever Seated Reverse Fly (parallel grip),Auxiliary,Isolated,Pull,"['Deltoid, Posterior']","['Infraspinatus', 'Teres Minor', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids']","['Triceps Brachii', 'Wrist Extensors']"
Sled Hack Reverse Calf Raise,Basic or Auxiliary,Isolated,Pull,['Tibialis Anterior'],[],[]
Trap Bar Deadlift,Basic,Compound,Pull,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Middle', 'Trapezius, Upper', 'Levator Scapulae', 'Rhomboids']"
Reverse Hyper-extension,Auxiliary,Isolated,Push,['Gluteus Maximus'],['Hamstrings'],['Erector Spinae']
Cable Twisting Standing High Row,Auxiliary,Compound,Pull,[],"['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Obliques', 'Quadratus Lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']",['Erector Spinae']
Suspended Row,Basic or Auxiliary,Compound,Pull,[],"['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Gluteus Maximus', 'Hamstrings']"
Dumbbell 45° Side Bend,Auxiliary,Isolated,Pull,['Obliques'],"['Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']","['Gluteus Medius', 'Gluteus Minimus']"
Lever Front Pulldown,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Minor']",['']
Suspended Neck Extension,Basic or Auxiliary,Isolated,Pull,['Splenius'],"['Trapezius, Upper', 'Levator Scapulae', 'Sternocleidomastoid, Posterior Fibers']","['Erector Spinae', 'Gluteus Maximus', 'Hamstrings']"
Sled Single Leg Hack Squat,Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Gluteus Medius', 'Gluteus Minimus']"
Barbell Rack Pull,Basic or Auxiliary,Compound,Pull,[' '],"['Gluteus Maximus', 'Adductor Magnus', 'Quadriceps', 'Hamstrings', 'Soleus']","['Trapezius, Middle', 'Trapezius, Upper', 'Levator Scapulae', 'Rhomboids']"
Hanging Leg Curl,Basic or Auxiliary,Isolated,Pull,['Hamstrings'],"['Gastrocnemius', 'Sartorius', 'Gracilis', 'Popliteus']","['Gluteus Maximus', 'Erector Spinae', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids']"
Lever Single Leg Seated Leg Curl (plate loaded),Basic or Auxiliary,Isolated,Pull,['Hamstrings'],"['Gastrocnemius', 'Gracilis', 'Sartorius', 'Popliteus']",['']
Lever Triceps Dip,Basic,Compound,Push,['Triceps Brachii'],[],"['Trapezius, Lower']"
Cable Bar Front Raise,Auxiliary,Isolated,Push,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']"
Lever Hack Press (plate loaded),Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['']
Balance Board Squat,Specialized,Compound,Push,[''],[''],['']
Lever Stiff Leg Deadlift (plate loaded),Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Adductor Magnus', 'Hamstrings']","['Quadriceps', 'Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']"
"Lever Triceps Extension (no seat, plate loaded)",Basic or Auxiliary,Isolated,Push,[],[],"['Pectoralis Major, Sternal', 'Deltoid, Posterior', 'Latissimus Dorsi', 'Teres Major', 'Pectoralis Minor', 'Trapezius, Lower', 'Wrist Flexors']"
Barbell Squat (low bar),Basic,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['Erector Spinae']
Leg Curl (on ball),Basic or Auxiliary,Isolated,Pull,['Hamstrings'],"['Gastrocnemius', 'Sartorius', 'Gracilis', 'Popliteus']",['\xa0(see comments)']
Sled Rear Lunge,Auxiliary,Compound,Push,[],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus']"
Dumbbell Seated Curl,Basic or Auxiliary,Isolated,Pull,['Biceps Brachii'],"['Brachialis', 'Brachioradialis']","['Deltoid, Anterior', 'Wrist Flexors']"
Lever Seated Iron Cross Fly,Auxiliary,Isolated,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi']","['Biceps Brachii', 'Brachialis', 'Wrist Flexors', 'Rectus Abdominis', 'Obliques']"
Cable Squat,Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],[],"['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']"
Lever Barbell Squat (plate loaded),Basic,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['Erector Spinae']
Lever Hack Squat (plate loaded),Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['']
Lever Alternating Wide Grip Seated Row (plate loaded),Basic or Auxiliary,Compound,Pull,[],"['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",['']
Cable Kneeling Triceps Extension,Basic or Auxiliary,Isolated,Push,['Triceps Brachii'],[],['Wrist Flexors']
Lever Bent-over Glute Kickback (plate loaded),Auxiliary,Compound,Push,['Gluteus Maximus'],"['Adductor Magnus', 'Quadriceps']","['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']"
Lever Leg Extension (plate loaded),Auxiliary,Isolated,Push,['Quadriceps'],[],"['Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']"
Lever Alternating Shoulder Press,Basic,Compound,Push,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Pectoralis Major, Clavicular', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']"
Lever Incline Chest Press (on Hammer military press),Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",['']
Cable Squat,Basic or Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']"
Lever Power Runner (plate loaded),Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']"
Cable Pulldown (pro lat bar),Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Minor']",['']
Cable Lying Leg Raise (on bench),Auxiliary,Isolated,Pull,['Iliopsoas'],"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques']"
Weighted Twisting Crunch,Auxiliary,Isolated,Pull,['Obliques'],"['Rectus Abdominis', 'Psoas major']",[]
Lever Neck Extension,Basic or Auxiliary,Isolated,Pull,['Splenius'],"['Trapezius, Upper', 'Levator Scapulae', 'Erector Spinae, Cervicis & Capitis Fibers', 'Sternocleidomastoid, Posterior Fibers']",[]
Cable Bench Press,Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",['']
Cable Pushdown (with V-bar),Auxiliary,Isolated,Push,['Triceps Brachii'],[],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']"
Twisting Crunch,Auxiliary,Isolated,Pull,['Obliques'],"['Rectus Abdominis', 'Psoas Major']",['']
Side Crunch (on stability ball),Auxiliary,Isolated,Pull,['Obliques'],['Rectus Abdominis'],[]
Smith Incline Bench Press,Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",['']
Split Squat,Basic or Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Gluteus Medius', 'Gluteus Minimus']"
Lever Alternating Underhand Pulldown,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",['']
Sled 45° Alternating Calf Press,Basic or Auxiliary,Isolated,Push,['Gastrocnemius'],[],[]
Weighted Lying Hip Abduction,Auxiliary,Isolated,Push,[],"['Tensor Fasciae Latae', 'Gluteus Medius', 'Gluteus Minimus']",[]
Lever Shoulder Internal Rotation,Auxiliary,Isolated,Pull,['Subscapularis'],"['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Anterior']",['Wrist Flexors']
Cable One Arm Chest Press,Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",['Stabilizers']
Cable One Arm Single Leg Split Squat,Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Obliques', 'Gluteus Medius', 'Gluteus Minimus']"
Cable Reverse Preacher Curl,Auxiliary,Isolated,Pull,['Brachioradialis'],"['Brachialis', 'Biceps Brachii']",['Wrist Extensors']
V-up,Basic,Compound,Pull,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Rectus Femoris', 'Adductor Longus', 'Adductor Brevis', 'Obliques']",['']
Dumbbell Single Leg Squat,Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus', 'Erector Spinae']","['Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques', 'Rectus Abdominis']"
Lever Alternating Lying Leg Press,Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['']
Lever Single Leg Split V-Squat,Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Sled 45° Leg Press,Basic,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']",['']
Trap Bar Straight-back Stiff-leg Deadlift,Auxiliary,Isolated,Pull,['Gluteus Maximus'],"['Hamstrings', 'Adductor Magnus']","['Erector Spinae', 'Quadriceps', 'Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']"
Lever Iron Cross,Basic,Compound,Pull,['Latissimus Dorsi'],"['Teres Major', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower']",[]
Dumbbell One Arm Triceps Extension,Basic or Auxiliary,Isolated,Push,['Triceps Brachii'],[],"['Wrist Extensors', 'Flexor Carpi Ulnaris']"
Cable Shrug,Basic or Auxiliary,Isolated,Pull,"['Trapezius, Upper']","['Trapezius, Middle', 'Levator Scapulae']",['Erector Spinae']
Barbell Lateral Step-up,Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus', 'Gastrocnemius']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Sled Alternating 45° Leg Press,Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['']
Dumbbell One Arm Shoulder Press,Basic or Auxiliary,Compound,Push,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Pectoralis Major, Clavicular', 'Obliques', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']","['Trapezius, Upper', 'Levator Scapulae']"
Single Leg Stiff-leg Deadlift,Auxiliary,Isolated,Pull,['Gluteus Maximus'],"['Hamstrings', 'Adductor Magnus']","['Erector Spinae', 'Quadriceps', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques', 'Gluteus Maximus']"
Lever Seated Side Leg Raise Crunch (plate loaded),Auxiliary,Isolated,Pull,['Obliques'],['Rectus Abdominis'],"['Tensor Fasciae Latae', 'Rectus Femoris', 'Pectineus', 'Sartorius', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']"
Lever Seated Low Row (plate loaded),Auxiliary,Compound,Pull,[],"['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",['']
Barbell Squat,Basic,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']",['Erector Spinae']
Smith Decline Bench Press,Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",['']
"45° Hyperextension (across bench, hands behind neck)",Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",[]
Dumbbell Push Sit-up,Basic,Compound,Push,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Obliques']","['Tibialis Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Deltoid, Lateral', 'Pectoralis Minor', 'Serratus Anterior', 'Triceps Brachii']"
Angled Side Bridge,Auxiliary,Isolated,Push,['Obliques'],"['Gluteus Medius', 'Gluteus Minimus', 'Tensor Fasciae Latae', 'Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis', 'Adductors, Hip', 'Pectineus', 'Gracilis', 'Gluteus Maximus, Lower Fibers', 'Deltoid, Lateral', 'Supraspinatus', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Levator Scapulae']","['Latissimus dorsi', 'Pectoralis major', 'Pectoralis minor']"
Lever Military Press (plate loaded),Basic,Compound,Push,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Triceps Brachii', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']"
Weighted Seated Neck Extension,Basic or Auxiliary,Isolated,Pull,['Splenius'],"['Trapezius, Upper', 'Levator Scapulae', 'Erector Spinae, Cervicis & Capitis Fibers', 'Sternocleidomastoid, Posterior Fibers']",[]
Barbell Lateral Step-up,Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus', 'Gastrocnemius']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Cable One Arm Triceps Extension (supinated grip),Auxiliary,Isolated,Push,['Triceps Brachii'],[],['Wrist Extensors']
Cable Bar Shrug,Basic,Isolated,Pull,"['Trapezius, Upper']","['Trapezius, Middle', 'Levator Scapulae']",['Erector Spinae']
Barbell Alternating Lunge & Rear Lunge,Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Tibialis Anterior', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Barbell JM Bench Press,Basic,Compound,Push,['Triceps Brachii'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular']",['Wrist Flexors']
Inverted Shrug (on parallel bars),Basic or Auxiliary,Isolated,Pull,"['Trapezius, Upper']","['Trapezius, Middle', 'Levator Scapulae']",['']
Lever Pulldown (parallel grip),Basic,Compound,Pull,['Latissimus Dorsi'],"['Biceps Brachii', 'Brachialis', 'Brachioradialis', 'Teres Major', 'Rhomboids', 'Levator Scapulae', 'Pectoralis Minor', 'Trapezius, Lower', 'Pectoralis Major, Sternal']",['']
Cable Bar Incline Bench Press,Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",['']
Lever Overhand Triceps Dip,Basic,Compound,Push,['Triceps Brachii'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi']","['Trapezius, Lower']"
Cable Standing Low Row,Basic or Auxiliary,Compound,Pull,[],"['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",['Triceps']
Pike on Discs,Auxiliary,Isolated,Pull,['Iliopsoas'],"['Tensor Fasciae Latae', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Serratus Anterior', 'Deltoid, Anterior', 'Triceps Brachii', 'Quadriceps']"
Lever Incline Shoulder Raise,Auxiliary,Isolated,Push,['Serratus Anterior'],"['Pectoralis Major, Clavicular']","['Deltoid, Anterior', 'Triceps Brachii']"
Lever Neck Flexion,Basic or Auxiliary,Isolated,Pull,['Sternocleidomastoid'],[],"['Latissimus Dorsi', 'Deltoid, Posterior', 'Rhomboids', 'Trapezius, Middle', 'Trapezius, Lower', 'Triceps Brachii', 'Rectus Abdominis', 'Obliques']"
Lever Parallel Grip Incline Bench Press (plate loaded),Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",['']
Kettlebell Overhead Rear Lunge,Auxiliary,Compound,Push,[''],[''],['']
Lever Single Leg Squat (plate loaded),Auxiliary,Compound,Push,['Quadriceps'],[],"['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Machine-assisted Pull-up,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Minor']",['']
Lever Lying Crunch (plate loaded),Auxiliary,Isolated,Pull,['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']"
Barbell Bent Knee Good-morning,Auxiliary,Isolated,Pull,['Gluteus Maximus'],"['Adductor Magnus', 'Hamstrings']","['Erector Spinae', 'Quadriceps']"
"Side Bend (on stability ball, hands behind head)",Auxiliary,Isolated,Pull,['Obliques'],"['Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']",[]
Dumbbell Seated Front Raise,Auxiliary,Isolated,Push,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']"
Lever Hammer Preacher Curl,Auxiliary,Isolated,Pull,['Brachioradialis'],"['Brachialis', 'Biceps Brachii']","['Deltoid, Anterior', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae', 'Flexor Carpi Radialis', 'Extensor Carpi Radialis']"
Cable Bar Pushdown,Basic or Auxiliary,Isolated,Push,['Triceps Brachii'],[],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']"
Kettlebell Overhead Split Squat,Auxiliary,Compound,Push,[''],[''],['']
Weighted Vertical Leg Raise,Auxiliary,Isolated,Pull,['Iliopsoas'],"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Latissimus Dorsi', 'Pectoralis Minor', 'Pectoralis Major, Sternal', 'Trapezius, Lower']"
Trap Bar Stiff Leg Deadlift,Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Adductor Magnus', 'Hamstrings']","['Quadriceps', 'Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']"
Cable Parallel Grip Pull-up,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",['']
Smith Straight Leg Deadlift,Basic,Compound,Pull,['Erector Spinae'],"['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']","['Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']"
Barbell Alternating Lunge To Rear Lunge,Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Tibialis Anterior', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
